name,TotalRunTime,average_net_length,clb_blocks,critical_path,io_blocks,packing_time,placement_time,routing_time,total_logic_block_area,total_routing_area,total_routing_time,total_wire_length
00_mac_2_MIN_ROUTE_CHAN_WIDTH,17,2.00000,1,1.27493e-09,10,0.00,0.00,0.01,53894,5247.48,0.01,20
