name,TotalRunTime,average_net_length,clb_blocks,critical_path,io_blocks,packing_time,placement_time,routing_time,total_logic_block_area,total_routing_area,total_routing_time,total_wire_length
00_mac_2_MIN_ROUTE_CHAN_WIDTH,0,2.37500,1,1.27846e-09,8,0.00,0.00,0.01,53894,4908.07,0.01,19
